DateTime;Voltage;Current;Capacity_step;State_of_Charge;Temperature;Checkup_No;Index;Charge_Throughput;Energy_Throughput
06:04:2022 09:41:03:224;4,072;-50;-2;96,74;26;0;Discharge;115,7;433,2
06:04:2022 09:41:03:724;4,072;-50,002;-2;96,73;26;0;Discharge;115,8;433,3
06:04:2022 09:41:04:224;4,072;-50;-2;96,72;26;0;Discharge;115,8;433,3
06:04:2022 09:41:04:724;4,072;-50;-2;96,71;26;0;Discharge;115,8;433,3
06:04:2022 09:41:05:224;4,072;-50;-2;96,69;26;0;Discharge;115,8;433,3
06:04:2022 09:41:05:724;4,072;-50;-2;96,68;26;0;Discharge;115,8;433,4
06:04:2022 09:41:06:224;4,072;-50;-2;96,67;26;0;Discharge;115,8;433,4
06:04:2022 09:41:06:724;4,071;-50;-2;96,66;26;0;Discharge;115,8;433,4
06:04:2022 09:41:07:224;4,071;-50;-2;96,64;26;0;Discharge;115,8;433,5
06:04:2022 09:41:07:724;4,071;-50;-2;96,63;26;0;Discharge;115,8;433,5
06:04:2022 09:41:08:224;4,07;-50,002;-2;96,62;26;0;Discharge;115,8;433,5
06:04:2022 09:41:08:724;4,07;-50;-2;96,61;26;0;Discharge;115,8;433,5
06:04:2022 09:41:09:224;4,07;-50;-2;96,6;26,1;0;Discharge;115,8;433,6
06:04:2022 09:41:09:724;4,071;-50;-2;96,58;26,1;0;Discharge;115,8;433,6
06:04:2022 09:41:10:224;4,07;-50;-2;96,57;26,1;0;Discharge;115,8;433,6
06:04:2022 09:41:10:724;4,07;-50;-2;96,56;26,1;0;Discharge;115,9;433,7
06:04:2022 09:41:11:224;4,07;-50;-2;96,55;26,1;0;Discharge;115,9;433,7
06:04:2022 09:41:11:724;4,07;-50;-2;96,54;26,1;0;Discharge;115,9;433,7
06:04:2022 09:41:12:224;4,069;-50;-2;96,52;26,1;0;Discharge;115,9;433,7
06:04:2022 09:41:12:724;4,069;-50;-2;96,51;26,1;0;Discharge;115,9;433,8
06:04:2022 09:41:13:224;4,069;-50;-2;96,5;26,1;0;Discharge;115,9;433,8
06:04:2022 09:41:13:724;4,069;-50,002;-2;96,49;26,1;0;Discharge;115,9;433,8
06:04:2022 09:41:14:224;4,069;-50;-2;96,47;26,1;0;Discharge;115,9;433,9
06:04:2022 09:41:14:724;4,068;-50;-2;96,46;26,1;0;Discharge;115,9;433,9
06:04:2022 09:41:15:224;4,068;-50;-2;96,45;26,1;0;Discharge;115,9;433,9
06:04:2022 09:41:15:724;4,068;-50;-2;96,44;26,1;0;Discharge;115,9;433,9
06:04:2022 09:41:16:224;4,068;-50;-2;96,42;26,1;0;Discharge;115,9;434
06:04:2022 09:41:16:724;4,068;-50;-2;96,41;26,1;0;Discharge;115,9;434
06:04:2022 09:41:17:224;4,068;-50;-2;96,4;26,1;0;Discharge;115,9;434
06:04:2022 09:41:17:724;4,067;-50;-2;96,39;26,1;0;Discharge;115,9;434,1
06:04:2022 09:41:18:224;4,067;-50;-2;96,38;26,1;0;Discharge;116;434,1
06:04:2022 09:41:18:724;4,067;-50;-2;96,36;26,1;0;Discharge;116;434,1
06:04:2022 09:41:19:224;4,067;-50;-2;96,35;26,1;0;Discharge;116;434,1
06:04:2022 09:41:19:724;4,067;-50;-2;96,34;26,1;0;Discharge;116;434,2
06:04:2022 09:41:20:224;4,067;-50;-2;96,33;26,1;0;Discharge;116;434,2
06:04:2022 09:41:20:724;4,066;-50;-2;96,32;26,1;0;Discharge;116;434,2
06:04:2022 09:41:21:224;4,066;-50;-2;96,3;26,1;0;Discharge;116;434,2
06:04:2022 09:41:21:724;4,066;-50;-2;96,29;26,1;0;Discharge;116;434,3
06:04:2022 09:41:22:224;4,066;-50;-2;96,28;26,1;0;Discharge;116;434,3
06:04:2022 09:41:22:724;4,066;-50;-2;96,27;26,1;0;Discharge;116;434,3
06:04:2022 09:41:23:224;4,066;-50;-2;96,25;26,1;0;Discharge;116;434,4
06:04:2022 09:41:23:724;4,065;-50,002;-2;96,24;26,1;0;Discharge;116;434,4
06:04:2022 09:41:24:224;4,066;-50;-2;96,23;26,1;0;Discharge;116;434,4
06:04:2022 09:41:24:724;4,065;-50,002;-2;96,22;26,1;0;Discharge;116;434,4
06:04:2022 09:41:25:224;4,065;-50;-2;96,2;26,1;0;Discharge;116,1;434,5
06:04:2022 09:41:25:724;4,065;-50;-2;96,19;26,1;0;Discharge;116,1;434,5
06:04:2022 09:41:26:224;4,065;-50;-2;96,18;26,1;0;Discharge;116,1;434,5
06:04:2022 09:41:26:724;4,065;-50;-2;96,17;26,1;0;Discharge;116,1;434,6
06:04:2022 09:41:27:224;4,064;-49,998;-2;96,16;26,1;0;Discharge;116,1;434,6
06:04:2022 09:41:27:724;4,064;-50;-2;96,14;26,1;0;Discharge;116,1;434,6
06:04:2022 09:41:28:224;4,064;-50;-2;96,13;26,1;0;Discharge;116,1;434,6
06:04:2022 09:41:28:724;4,064;-50;-2;96,12;26,1;0;Discharge;116,1;434,7
06:04:2022 09:41:29:224;4,064;-50;-2;96,11;26,1;0;Discharge;116,1;434,7
06:04:2022 09:41:29:724;4,063;-50;-2;96,1;26,1;0;Discharge;116,1;434,7
06:04:2022 09:41:30:224;4,064;-50;-2;96,08;26,1;0;Discharge;116,1;434,8
06:04:2022 09:41:30:724;4,063;-49,998;-2;96,07;26,1;0;Discharge;116,1;434,8
06:04:2022 09:41:31:224;4,063;-50;-2;96,06;26,1;0;Discharge;116,1;434,8
06:04:2022 09:41:31:724;4,063;-50;-2;96,05;26,1;0;Discharge;116,1;434,8
06:04:2022 09:41:32:224;4,063;-50;-2;96,03;26,1;0;Discharge;116,1;434,9
06:04:2022 09:41:32:724;4,063;-50;-2;96,02;26,1;0;Discharge;116,2;434,9
06:04:2022 09:41:33:224;4,062;-50,002;-2;96,01;26,1;0;Discharge;116,2;434,9
06:04:2022 09:41:33:724;4,062;-50;-2;96;26,1;0;Discharge;116,2;435
06:04:2022 09:41:34:224;4,062;-50;-2;95,98;26,1;0;Discharge;116,2;435
06:04:2022 09:41:34:724;4,062;-50;-2;95,97;26,1;0;Discharge;116,2;435
06:04:2022 09:41:35:224;4,062;-50;-2;95,96;26,1;0;Discharge;116,2;435
06:04:2022 09:41:35:724;4,062;-50;-2;95,95;26,1;0;Discharge;116,2;435,1
06:04:2022 09:41:36:224;4,061;-50;-2;95,94;26,1;0;Discharge;116,2;435,1
06:04:2022 09:41:36:724;4,061;-50;-2;95,92;26,1;0;Discharge;116,2;435,1
06:04:2022 09:41:37:224;4,061;-50;-2;95,91;26,1;0;Discharge;116,2;435,2
06:04:2022 09:41:37:724;4,061;-50;-2;95,9;26,1;0;Discharge;116,2;435,2
06:04:2022 09:41:38:224;4,061;-50;-2;95,89;26,1;0;Discharge;116,2;435,2
06:04:2022 09:41:38:724;4,06;-50;-2;95,88;26,1;0;Discharge;116,2;435,2
06:04:2022 09:41:39:224;4,061;-50;-2;95,86;26,1;0;Discharge;116,2;435,3
06:04:2022 09:41:39:724;4,06;-50;-3;95,85;26,1;0;Discharge;116,3;435,3
06:04:2022 09:41:40:224;4,06;-50;-3;95,84;26,1;0;Discharge;116,3;435,3
06:04:2022 09:41:40:724;4,06;-50;-3;95,83;26,1;0;Discharge;116,3;435,3
06:04:2022 09:41:41:224;4,06;-50;-3;95,81;26,1;0;Discharge;116,3;435,4
06:04:2022 09:41:41:724;4,06;-50;-3;95,8;26,1;0;Discharge;116,3;435,4
06:04:2022 09:41:42:224;4,06;-50;-3;95,79;26,1;0;Discharge;116,3;435,4
06:04:2022 09:41:42:724;4,059;-50;-3;95,78;26,1;0;Discharge;116,3;435,5
06:04:2022 09:41:43:224;4,059;-50;-3;95,76;26,1;0;Discharge;116,3;435,5
06:04:2022 09:41:43:724;4,059;-50;-3;95,75;26,1;0;Discharge;116,3;435,5
06:04:2022 09:41:44:224;4,059;-50;-3;95,74;26,1;0;Discharge;116,3;435,5
06:04:2022 09:41:44:724;4,059;-50;-3;95,73;26,1;0;Discharge;116,3;435,6
06:04:2022 09:41:45:224;4,059;-50;-3;95,72;26,1;0;Discharge;116,3;435,6
06:04:2022 09:41:45:724;4,058;-50;-3;95,7;26,1;0;Discharge;116,3;435,6
06:04:2022 09:41:46:224;4,058;-49,998;-3;95,69;26,1;0;Discharge;116,3;435,7
06:04:2022 09:41:46:724;4,058;-49,998;-3;95,68;26,1;0;Discharge;116,4;435,7
06:04:2022 09:41:47:224;4,058;-50;-3;95,67;26,1;0;Discharge;116,4;435,7
06:04:2022 09:41:47:724;4,058;-50;-3;95,66;26,1;0;Discharge;116,4;435,7
06:04:2022 09:41:48:224;4,058;-50;-3;95,64;26,1;0;Discharge;116,4;435,8
06:04:2022 09:41:48:724;4,057;-50;-3;95,63;26,1;0;Discharge;116,4;435,8
06:04:2022 09:41:49:224;4,057;-50;-3;95,62;26,1;0;Discharge;116,4;435,8
06:04:2022 09:41:49:724;4,057;-49,998;-3;95,61;26,1;0;Discharge;116,4;435,9
06:04:2022 09:41:50:224;4,057;-50;-3;95,59;26,1;0;Discharge;116,4;435,9
06:04:2022 09:41:50:724;4,057;-50;-3;95,58;26,1;0;Discharge;116,4;435,9
06:04:2022 09:41:51:224;4,057;-50;-3;95,57;26,1;0;Discharge;116,4;435,9
06:04:2022 09:41:51:724;4,057;-50;-3;95,56;26,1;0;Discharge;116,4;436
06:04:2022 09:41:52:224;4,056;-50,002;-3;95,54;26,1;0;Discharge;116,4;436
06:04:2022 09:41:52:724;4,056;-49,998;-3;95,53;26,1;0;Discharge;116,4;436
06:04:2022 09:41:53:224;4,056;-50;-3;95,52;26,1;0;Discharge;116,4;436,1
06:04:2022 09:41:53:724;4,056;-50;-3;95,51;26,1;0;Discharge;116,4;436,1
06:04:2022 09:41:54:224;4,056;-50;-3;95,5;26,1;0;Discharge;116,5;436,1
06:04:2022 09:41:54:724;4,055;-50;-3;95,48;26,1;0;Discharge;116,5;436,1
06:04:2022 09:41:55:224;4,056;-50;-3;95,47;26,1;0;Discharge;116,5;436,2
06:04:2022 09:41:55:724;4,055;-50;-3;95,46;26,1;0;Discharge;116,5;436,2
06:04:2022 09:41:56:224;4,055;-50;-3;95,45;26,1;0;Discharge;116,5;436,2
06:04:2022 09:41:56:724;4,055;-50;-3;95,44;26,1;0;Discharge;116,5;436,3
06:04:2022 09:41:57:224;4,055;-50;-3;95,42;26,1;0;Discharge;116,5;436,3
06:04:2022 09:41:57:724;4,055;-50,002;-3;95,41;26,1;0;Discharge;116,5;436,3
06:04:2022 09:41:58:224;4,054;-50;-3;95,4;26,1;0;Discharge;116,5;436,3
06:04:2022 09:41:58:724;4,054;-50;-3;95,39;26,1;0;Discharge;116,5;436,4
06:04:2022 09:41:59:224;4,054;-49,998;-3;95,37;26,1;0;Discharge;116,5;436,4
06:04:2022 09:41:59:724;4,054;-50;-3;95,36;26,1;0;Discharge;116,5;436,4
06:04:2022 09:42:00:224;4,054;-50;-3;95,35;26,1;0;Discharge;116,5;436,4
06:04:2022 09:42:00:724;4,054;-49,998;-3;95,34;26,1;0;Discharge;116,5;436,5
06:04:2022 09:42:01:224;4,053;-50;-3;95,32;26,1;0;Discharge;116,6;436,5
06:04:2022 09:42:01:724;4,053;-50;-3;95,31;26,1;0;Discharge;116,6;436,5
06:04:2022 09:42:02:224;4,053;-50;-3;95,3;26,1;0;Discharge;116,6;436,6
06:04:2022 09:42:02:724;4,053;-50;-3;95,29;26,1;0;Discharge;116,6;436,6
06:04:2022 09:42:03:224;4,053;-50;-3;95,28;26,1;0;Discharge;116,6;436,6
06:04:2022 09:42:03:724;4,053;-50;-3;95,26;26,1;0;Discharge;116,6;436,6
06:04:2022 09:42:04:224;4,052;-50;-3;95,25;26,1;0;Discharge;116,6;436,7
06:04:2022 09:42:04:724;4,052;-50;-3;95,24;26,1;0;Discharge;116,6;436,7
06:04:2022 09:42:05:224;4,052;-50;-3;95,23;26,1;0;Discharge;116,6;436,7
06:04:2022 09:42:05:724;4,052;-50;-3;95,22;26,1;0;Discharge;116,6;436,8
06:04:2022 09:42:06:224;4,052;-50;-3;95,2;26,1;0;Discharge;116,6;436,8
06:04:2022 09:42:06:724;4,052;-50,002;-3;95,19;26,1;0;Discharge;116,6;436,8
06:04:2022 09:42:07:224;4,051;-50;-3;95,18;26,1;0;Discharge;116,6;436,8
06:04:2022 09:42:07:724;4,051;-50;-3;95,17;26,1;0;Discharge;116,6;436,9
06:04:2022 09:42:08:224;4,051;-50;-3;95,15;26,1;0;Discharge;116,6;436,9
06:04:2022 09:42:08:724;4,051;-50;-3;95,14;26,1;0;Discharge;116,7;436,9
06:04:2022 09:42:09:224;4,051;-50;-3;95,13;26,2;0;Discharge;116,7;437
06:04:2022 09:42:09:724;4,051;-50;-3;95,12;26,2;0;Discharge;116,7;437
06:04:2022 09:42:10:224;4,051;-50;-3;95,1;26,2;0;Discharge;116,7;437
06:04:2022 09:42:10:724;4,05;-50,002;-3;95,09;26,2;0;Discharge;116,7;437
06:04:2022 09:42:11:224;4,05;-50;-3;95,08;26,2;0;Discharge;116,7;437,1
06:04:2022 09:42:11:724;4,05;-50,002;-3;95,07;26,2;0;Discharge;116,7;437,1
06:04:2022 09:42:12:224;4,05;-50;-3;95,06;26,2;0;Discharge;116,7;437,1
06:04:2022 09:42:12:724;4,05;-50;-3;95,04;26,2;0;Discharge;116,7;437,2
06:04:2022 09:42:13:224;4,05;-50;-3;95,03;26,2;0;Discharge;116,7;437,2
06:04:2022 09:42:13:724;4,049;-50;-3;95,02;26,2;0;Discharge;116,7;437,2
06:04:2022 09:42:14:224;4,049;-50;-3;95,01;26,2;0;Discharge;116,7;437,2
06:04:2022 09:42:14:724;4,049;-50;-3;95;26,2;0;Discharge;116,7;437,3
06:04:2022 09:42:15:224;4,049;-50;-3;94,98;26,2;0;Discharge;116,7;437,3
06:04:2022 09:42:15:724;4,049;-50,002;-3;94,97;26,2;0;Discharge;116,8;437,3
06:04:2022 09:42:16:224;4,049;-50;-3;94,96;26,2;0;Discharge;116,8;437,3
06:04:2022 09:42:16:724;4,049;-50;-3;94,95;26,2;0;Discharge;116,8;437,4
06:04:2022 09:42:17:224;4,049;-50;-3;94,93;26,2;0;Discharge;116,8;437,4
06:04:2022 09:42:17:724;4,049;-50;-3;94,92;26,2;0;Discharge;116,8;437,4
06:04:2022 09:42:18:224;4,048;-50;-3;94,91;26,2;0;Discharge;116,8;437,5
06:04:2022 09:42:18:724;4,048;-50;-3;94,9;26,2;0;Discharge;116,8;437,5
06:04:2022 09:42:19:224;4,048;-50;-3;94,88;26,2;0;Discharge;116,8;437,5
06:04:2022 09:42:19:724;4,048;-50;-3;94,87;26,2;0;Discharge;116,8;437,5
06:04:2022 09:42:20:224;4,047;-50;-3;94,86;26,2;0;Discharge;116,8;437,6
06:04:2022 09:42:20:724;4,047;-50;-3;94,85;26,2;0;Discharge;116,8;437,6
06:04:2022 09:42:21:224;4,047;-50;-3;94,83;26,2;0;Discharge;116,8;437,6
06:04:2022 09:42:21:724;4,047;-50;-3;94,82;26,2;0;Discharge;116,8;437,7
06:04:2022 09:42:22:224;4,047;-50;-3;94,81;26,2;0;Discharge;116,8;437,7
06:04:2022 09:42:22:724;4,047;-50;-3;94,8;26,2;0;Discharge;116,9;437,7
06:04:2022 09:42:23:224;4,047;-50;-3;94,79;26,2;0;Discharge;116,9;437,7
06:04:2022 09:42:23:724;4,046;-50;-3;94,78;26,2;0;Discharge;116,9;437,8
06:04:2022 09:42:24:224;4,046;-50;-3;94,76;26,2;0;Discharge;116,9;437,8
06:04:2022 09:42:24:724;4,046;-50;-3;94,75;26,2;0;Discharge;116,9;437,8
06:04:2022 09:42:25:224;4,046;-50;-3;94,74;26,2;0;Discharge;116,9;437,9
06:04:2022 09:42:25:724;4,046;-50;-3;94,73;26,2;0;Discharge;116,9;437,9
06:04:2022 09:42:26:224;4,045;-50;-3;94,71;26,2;0;Discharge;116,9;437,9
06:04:2022 09:42:26:724;4,046;-50;-3;94,7;26,2;0;Discharge;116,9;437,9
06:04:2022 09:42:27:224;4,045;-50;-3;94,69;26,2;0;Discharge;116,9;438
06:04:2022 09:42:27:724;4,045;-50;-3;94,68;26,2;0;Discharge;116,9;438
06:04:2022 09:42:28:224;4,045;-50;-3;94,66;26,2;0;Discharge;116,9;438
06:04:2022 09:42:28:724;4,045;-50;-3;94,65;26,2;0;Discharge;116,9;438,1
06:04:2022 09:42:29:224;4,045;-50;-3;94,64;26,2;0;Discharge;116,9;438,1
06:04:2022 09:42:29:724;4,044;-50;-3;94,63;26,2;0;Discharge;116,9;438,1
06:04:2022 09:42:30:224;4,044;-50;-3;94,61;26,2;0;Discharge;117;438,1
06:04:2022 09:42:30:724;4,044;-50;-3;94,6;26,2;0;Discharge;117;438,2
06:04:2022 09:42:31:224;4,044;-50;-3;94,59;26,2;0;Discharge;117;438,2
06:04:2022 09:42:31:724;4,044;-50;-3;94,58;26,2;0;Discharge;117;438,2
06:04:2022 09:42:32:224;4,044;-50;-3;94,57;26,2;0;Discharge;117;438,2
06:04:2022 09:42:32:724;4,044;-50;-3;94,56;26,2;0;Discharge;117;438,3
06:04:2022 09:42:33:224;4,043;-50;-3;94,54;26,2;0;Discharge;117;438,3
06:04:2022 09:42:33:724;4,043;-50;-3;94,53;26,2;0;Discharge;117;438,3
06:04:2022 09:42:34:224;4,043;-50;-3;94,52;26,2;0;Discharge;117;438,4
06:04:2022 09:42:34:724;4,043;-50;-3;94,51;26,2;0;Discharge;117;438,4
06:04:2022 09:42:35:224;4,043;-50;-3;94,49;26,2;0;Discharge;117;438,4
06:04:2022 09:42:35:724;4,042;-50;-3;94,48;26,2;0;Discharge;117;438,4
06:04:2022 09:42:36:224;4,042;-50;-3;94,47;26,2;0;Discharge;117;438,5
06:04:2022 09:42:36:724;4,042;-49,998;-3;94,46;26,2;0;Discharge;117;438,5
06:04:2022 09:42:37:224;4,042;-50;-3;94,44;26,2;0;Discharge;117,1;438,5
06:04:2022 09:42:37:724;4,042;-50,002;-3;94,43;26,2;0;Discharge;117,1;438,6
06:04:2022 09:42:38:224;4,042;-50;-3;94,42;26,2;0;Discharge;117,1;438,6
06:04:2022 09:42:38:724;4,041;-50;-3;94,41;26,2;0;Discharge;117,1;438,6
06:04:2022 09:42:39:224;4,041;-50;-3;94,39;26,2;0;Discharge;117,1;438,6
06:04:2022 09:42:39:724;4,042;-50;-3;94,38;26,2;0;Discharge;117,1;438,7
06:04:2022 09:42:40:224;4,041;-50;-3;94,37;26,2;0;Discharge;117,1;438,7
06:04:2022 09:42:40:724;4,041;-50;-3;94,36;26,2;0;Discharge;117,1;438,7
06:04:2022 09:42:41:224;4,041;-50,002;-3;94,35;26,2;0;Discharge;117,1;438,8
06:04:2022 09:42:41:724;4,04;-50;-3;94,34;26,2;0;Discharge;117,1;438,8
06:04:2022 09:42:42:224;4,04;-50;-3;94,32;26,2;0;Discharge;117,1;438,8
06:04:2022 09:42:42:724;4,04;-50;-3;94,31;26,2;0;Discharge;117,1;438,8
06:04:2022 09:42:43:224;4,04;-50;-3;94,3;26,2;0;Discharge;117,1;438,9
06:04:2022 09:42:43:724;4,04;-50;-3;94,29;26,2;0;Discharge;117,1;438,9
06:04:2022 09:42:44:224;4,04;-50;-3;94,27;26,2;0;Discharge;117,1;438,9
06:04:2022 09:42:44:724;4,04;-50;-3;94,26;26,2;0;Discharge;117,2;438,9
06:04:2022 09:42:45:224;4,04;-50;-3;94,25;26,2;0;Discharge;117,2;439
06:04:2022 09:42:45:724;4,04;-50;-3;94,24;26,2;0;Discharge;117,2;439
06:04:2022 09:42:46:224;4,039;-50;-3;94,22;26,2;0;Discharge;117,2;439
06:04:2022 09:42:46:724;4,039;-50;-3;94,21;26,2;0;Discharge;117,2;439,1
06:04:2022 09:42:47:224;4,039;-50;-3;94,2;26,2;0;Discharge;117,2;439,1
06:04:2022 09:42:47:724;4,039;-50;-3;94,19;26,2;0;Discharge;117,2;439,1
06:04:2022 09:42:48:224;4,039;-50;-3;94,17;26,2;0;Discharge;117,2;439,1
06:04:2022 09:42:48:724;4,039;-50;-3;94,16;26,2;0;Discharge;117,2;439,2
06:04:2022 09:42:49:224;4,038;-50;-3;94,15;26,2;0;Discharge;117,2;439,2
06:04:2022 09:42:49:724;4,038;-50;-3;94,14;26,2;0;Discharge;117,2;439,2
06:04:2022 09:42:50:224;4,038;-50;-3;94,13;26,2;0;Discharge;117,2;439,3
06:04:2022 09:42:50:724;4,038;-50;-3;94,11;26,2;0;Discharge;117,2;439,3
06:04:2022 09:42:51:224;4,038;-50;-3;94,1;26,2;0;Discharge;117,2;439,3
06:04:2022 09:42:51:724;4,037;-50;-4;94,09;26,2;0;Discharge;117,3;439,3
06:04:2022 09:42:52:224;4,037;-50;-4;94,08;26,2;0;Discharge;117,3;439,4
06:04:2022 09:42:52:724;4,037;-50;-4;94,07;26,2;0;Discharge;117,3;439,4
06:04:2022 09:42:53:224;4,037;-49,998;-4;94,05;26,2;0;Discharge;117,3;439,4
06:04:2022 09:42:53:724;4,037;-50;-4;94,04;26,2;0;Discharge;117,3;439,5
06:04:2022 09:42:54:224;4,037;-50;-4;94,03;26,2;0;Discharge;117,3;439,5
06:04:2022 09:42:54:724;4,037;-50;-4;94,02;26,2;0;Discharge;117,3;439,5
06:04:2022 09:42:55:224;4,036;-50;-4;94;26,2;0;Discharge;117,3;439,5
06:04:2022 09:42:55:724;4,036;-50,002;-4;93,99;26,2;0;Discharge;117,3;439,6
06:04:2022 09:42:56:224;4,036;-50;-4;93,98;26,2;0;Discharge;117,3;439,6
06:04:2022 09:42:56:724;4,036;-50;-4;93,97;26,2;0;Discharge;117,3;439,6
06:04:2022 09:42:57:224;4,036;-50;-4;93,95;26,2;0;Discharge;117,3;439,7
06:04:2022 09:42:57:724;4,036;-50;-4;93,94;26,2;0;Discharge;117,3;439,7
06:04:2022 09:42:58:224;4,036;-50;-4;93,93;26,2;0;Discharge;117,3;439,7
06:04:2022 09:42:58:724;4,035;-49,998;-4;93,92;26,2;0;Discharge;117,4;439,7
06:04:2022 09:42:59:224;4,035;-50;-4;93,91;26,2;0;Discharge;117,4;439,8
06:04:2022 09:42:59:724;4,035;-50;-4;93,89;26,2;0;Discharge;117,4;439,8
06:04:2022 09:43:00:224;4,035;-50;-4;93,88;26,2;0;Discharge;117,4;439,8
06:04:2022 09:43:00:724;4,035;-50;-4;93,87;26,2;0;Discharge;117,4;439,8
06:04:2022 09:43:01:224;4,035;-50;-4;93,86;26,2;0;Discharge;117,4;439,9
06:04:2022 09:43:01:724;4,035;-50;-4;93,85;26,2;0;Discharge;117,4;439,9
06:04:2022 09:43:02:224;4,034;-49,998;-4;93,83;26,2;0;Discharge;117,4;439,9
06:04:2022 09:43:02:724;4,034;-50;-4;93,82;26,2;0;Discharge;117,4;440
06:04:2022 09:43:03:224;4,034;-49,998;-4;93,81;26,2;0;Discharge;117,4;440
06:04:2022 09:43:03:724;4,034;-50;-4;93,8;26,2;0;Discharge;117,4;440
06:04:2022 09:43:04:224;4,034;-49,998;-4;93,78;26,2;0;Discharge;117,4;440
06:04:2022 09:43:04:724;4,034;-50;-4;93,77;26,2;0;Discharge;117,4;440,1
06:04:2022 09:43:05:224;4,033;-50;-4;93,76;26,2;0;Discharge;117,4;440,1
06:04:2022 09:43:05:724;4,033;-50,002;-4;93,75;26,2;0;Discharge;117,4;440,1
06:04:2022 09:43:06:224;4,033;-50;-4;93,73;26,2;0;Discharge;117,5;440,2
06:04:2022 09:43:06:724;4,033;-50;-4;93,72;26,2;0;Discharge;117,5;440,2
06:04:2022 09:43:07:224;4,032;-50;-4;93,71;26,2;0;Discharge;117,5;440,2
06:04:2022 09:43:07:724;4,033;-50;-4;93,7;26,2;0;Discharge;117,5;440,2
06:04:2022 09:43:08:224;4,033;-50;-4;93,69;26,2;0;Discharge;117,5;440,3
06:04:2022 09:43:08:724;4,032;-50;-4;93,67;26,2;0;Discharge;117,5;440,3
06:04:2022 09:43:09:224;4,033;-50;-4;93,66;26,2;0;Discharge;117,5;440,3
06:04:2022 09:43:09:724;4,032;-50;-4;93,65;26,2;0;Discharge;117,5;440,4
06:04:2022 09:43:10:224;4,032;-49,998;-4;93,64;26,2;0;Discharge;117,5;440,4
06:04:2022 09:43:10:724;4,032;-50;-4;93,63;26,2;0;Discharge;117,5;440,4
06:04:2022 09:43:11:224;4,031;-50;-4;93,61;26,2;0;Discharge;117,5;440,4
06:04:2022 09:43:11:724;4,031;-50;-4;93,6;26,2;0;Discharge;117,5;440,5
06:04:2022 09:43:12:224;4,031;-50;-4;93,59;26,2;0;Discharge;117,5;440,5
06:04:2022 09:43:12:724;4,031;-50;-4;93,58;26,2;0;Discharge;117,5;440,5
06:04:2022 09:43:13:224;4,031;-50,002;-4;93,56;26,2;0;Discharge;117,6;440,5
06:04:2022 09:43:13:724;4,031;-50;-4;93,55;26,2;0;Discharge;117,6;440,6
06:04:2022 09:43:14:224;4,031;-50;-4;93,54;26,2;0;Discharge;117,6;440,6
06:04:2022 09:43:14:724;4,03;-50;-4;93,53;26,2;0;Discharge;117,6;440,6
06:04:2022 09:43:15:224;4,03;-50;-4;93,51;26,2;0;Discharge;117,6;440,7
06:04:2022 09:43:15:724;4,03;-49,998;-4;93,5;26,2;0;Discharge;117,6;440,7
06:04:2022 09:43:16:224;4,03;-50;-4;93,49;26,2;0;Discharge;117,6;440,7
06:04:2022 09:43:16:724;4,03;-50;-4;93,48;26,2;0;Discharge;117,6;440,7
06:04:2022 09:43:17:224;4,03;-50;-4;93,47;26,3;0;Discharge;117,6;440,8
06:04:2022 09:43:17:724;4,03;-50;-4;93,45;26,3;0;Discharge;117,6;440,8
06:04:2022 09:43:18:224;4,029;-50;-4;93,44;26,3;0;Discharge;117,6;440,8
06:04:2022 09:43:18:724;4,029;-50;-4;93,43;26,3;0;Discharge;117,6;440,9
06:04:2022 09:43:19:224;4,029;-49,998;-4;93,42;26,3;0;Discharge;117,6;440,9
06:04:2022 09:43:19:724;4,029;-50;-4;93,41;26,3;0;Discharge;117,6;440,9
06:04:2022 09:43:20:224;4,028;-50;-4;93,39;26,3;0;Discharge;117,6;440,9
06:04:2022 09:43:20:724;4,028;-49,998;-4;93,38;26,3;0;Discharge;117,7;441
06:04:2022 09:43:21:224;4,028;-50;-4;93,37;26,3;0;Discharge;117,7;441
06:04:2022 09:43:21:724;4,028;-50,002;-4;93,36;26,3;0;Discharge;117,7;441
06:04:2022 09:43:22:224;4,028;-50;-4;93,34;26,3;0;Discharge;117,7;441,1
06:04:2022 09:43:22:724;4,028;-50;-4;93,33;26,3;0;Discharge;117,7;441,1
06:04:2022 09:43:23:224;4,028;-49,998;-4;93,32;26,3;0;Discharge;117,7;441,1
06:04:2022 09:43:23:724;4,028;-50;-4;93,31;26,3;0;Discharge;117,7;441,1
06:04:2022 09:43:24:224;4,028;-50,002;-4;93,29;26,3;0;Discharge;117,7;441,2
06:04:2022 09:43:24:724;4,027;-50;-4;93,28;26,3;0;Discharge;117,7;441,2
06:04:2022 09:43:25:224;4,027;-50;-4;93,27;26,3;0;Discharge;117,7;441,2
06:04:2022 09:43:25:724;4,027;-50;-4;93,26;26,3;0;Discharge;117,7;441,2
06:04:2022 09:43:26:224;4,027;-49,998;-4;93,25;26,3;0;Discharge;117,7;441,3
06:04:2022 09:43:26:724;4,027;-50;-4;93,23;26,3;0;Discharge;117,7;441,3
06:04:2022 09:43:27:224;4,027;-49,998;-4;93,22;26,3;0;Discharge;117,7;441,3
06:04:2022 09:43:27:724;4,026;-50;-4;93,21;26,3;0;Discharge;117,8;441,4
06:04:2022 09:43:28:224;4,026;-49,998;-4;93,2;26,3;0;Discharge;117,8;441,4
